index,AADT_VN,BEGIN_POIN,COUNTY_COD,END_POINT,IRI_VN,IS_IMPROVED,ROUTE_ID,SPEED_LIMI,THROUGH_LA,YEAR_RECOR,curval,geometry_paths,tmiles,tons,value
4642,36038,208.8,21,208.9,48,0,IN0000650000,68.6411149825784,4,2020,396,"[[[-86.59714558599995, 32.84911402200004], [-86.59718501999998, 32.84922516800003], [-86.59751705099995, 32.85005262400006], [-86.59769796599994, 32.85048926400003]], [[-86.59715037299998, 32.849120182000036], [-86.59718980699995, 32.84923132800003], [-86.59752183799998, 32.850058784000055], [-86.59770275299996, 32.85049542400003], [-86.59752183799998, 32.850058784000055], [-86.59718980699995, 32.84923132800003], [-86.59715037299998, 32.849120182000036]]]",211,4871,442
4643,42159,208.8,21,208.9,52,0,IN0000650000,70.0,4,2022,803,"[[[-86.59714558599995, 32.84911402200004], [-86.59718501999998, 32.84922516800003], [-86.59751705099995, 32.85005262400006], [-86.59769796599994, 32.85048926400003]], [[-86.59715037299998, 32.849120182000036], [-86.59718980699995, 32.84923132800003], [-86.59752183799998, 32.850058784000055], [-86.59770275299996, 32.85049542400003], [-86.59752183799998, 32.850058784000055], [-86.59718980699995, 32.84923132800003], [-86.59715037299998, 32.849120182000036]]]",233,5375,479
4644,35482,208.9,21,209.0,90,0,IN0000650000,60.0,4,2013,1954,"[[[-86.59769796599994, 32.85048926400003], [-86.59785619599995, 32.850871152000025], [-86.59818518699996, 32.85159119600007], [-86.59830288699999, 32.851848406000045]], [[-86.59770275299996, 32.85049542400003], [-86.59786098299998, 32.85087731300007], [-86.59818997399998, 32.85159735600007], [-86.59830767399995, 32.85185456600004], [-86.59818997399998, 32.85159735600007], [-86.59786098299998, 32.85087731300007], [-86.59770275299996, 32.85049542400003]]]",81,3558,1946
4645,36110,208.9,21,209.0,105,1,IN0000650000,60.0,4,2014,2166,"[[[-86.59769796599994, 32.85048926400003], [-86.59785619599995, 32.850871152000025], [-86.59818518699996, 32.85159119600007], [-86.59830288699999, 32.851848406000045]], [[-86.59770275299996, 32.85049542400003], [-86.59786098299998, 32.85087731300007], [-86.59818997399998, 32.85159735600007], [-86.59830767399995, 32.85185456600004], [-86.59818997399998, 32.85159735600007], [-86.59786098299998, 32.85087731300007], [-86.59770275299996, 32.85049542400003]]]",82,3693,2145
4646,38620,208.9,21,209.0,73,0,IN0000650000,60.0,4,2015,2253,"[[[-86.59769796599994, 32.85048926400003], [-86.59785619599995, 32.850871152000025], [-86.59818518699996, 32.85159119600007], [-86.59830288699999, 32.851848406000045]], [[-86.59770275299996, 32.85049542400003], [-86.59786098299998, 32.85087731300007], [-86.59818997399998, 32.85159735600007], [-86.59830767399995, 32.85185456600004], [-86.59818997399998, 32.85159735600007], [-86.59786098299998, 32.85087731300007], [-86.59770275299996, 32.85049542400003]]]",79,3533,2307
4647,40500,208.9,21,209.0,92,1,IN0000650000,70.0,4,2016,2283,"[[[-86.59769796599994, 32.85048926400003], [-86.59785619599995, 32.850871152000025], [-86.59818518699996, 32.85159119600007], [-86.59830288699999, 32.851848406000045]], [[-86.59770275299996, 32.85049542400003], [-86.59786098299998, 32.85087731300007], [-86.59818997399998, 32.85159735600007], [-86.59830767399995, 32.85185456600004], [-86.59818997399998, 32.85159735600007], [-86.59786098299998, 32.85087731300007], [-86.59770275299996, 32.85049542400003]]]",79,3550,2381
4648,40950,208.9,21,209.0,62,1,IN0000650000,70.0,4,2017,2330,"[[[-86.59769796599994, 32.85048926400003], [-86.59785619599995, 32.850871152000025], [-86.59818518699996, 32.85159119600007], [-86.59830288699999, 32.851848406000045]], [[-86.59770275299996, 32.85049542400003], [-86.59786098299998, 32.85087731300007], [-86.59818997399998, 32.85159735600007], [-86.59830767399995, 32.85185456600004], [-86.59818997399998, 32.85159735600007], [-86.59786098299998, 32.85087731300007], [-86.59770275299996, 32.85049542400003]]]",80,3596,2372
4649,42299,208.9,21,209.0,43,0,IN0000650000,70.0,4,2018,2619,"[[[-86.59769796599994, 32.85048926400003], [-86.59785619599995, 32.850871152000025], [-86.59818518699996, 32.85159119600007], [-86.59830288699999, 32.851848406000045]], [[-86.59770275299996, 32.85049542400003], [-86.59786098299998, 32.85087731300007], [-86.59818997399998, 32.85159735600007], [-86.59830767399995, 32.85185456600004], [-86.59818997399998, 32.85159735600007], [-86.59786098299998, 32.85087731300007], [-86.59770275299996, 32.85049542400003]]]",84,3755,2580
4650,40569,208.9,21,209.0,51,1,IN0000650000,70.0,4,2019,539,"[[[-86.59769796599994, 32.85048926400003], [-86.59785619599995, 32.850871152000025], [-86.59818518699996, 32.85159119600007], [-86.59830288699999, 32.851848406000045]], [[-86.59770275299996, 32.85049542400003], [-86.59786098299998, 32.85087731300007], [-86.59818997399998, 32.85159735600007], [-86.59830767399995, 32.85185456600004], [-86.59818997399998, 32.85159735600007], [-86.59786098299998, 32.85087731300007], [-86.59770275299996, 32.85049542400003]]]",216,5039,505
4651,36038,208.9,21,209.0,47,0,IN0000650000,68.6411149825784,4,2020,396,"[[[-86.59769796599994, 32.85048926400003], [-86.59785619599995, 32.850871152000025], [-86.59818518699996, 32.85159119600007], [-86.59830288699999, 32.851848406000045]], [[-86.59770275299996, 32.85049542400003], [-86.59786098299998, 32.85087731300007], [-86.59818997399998, 32.85159735600007], [-86.59830767399995, 32.85185456600004], [-86.59818997399998, 32.85159735600007], [-86.59786098299998, 32.85087731300007], [-86.59770275299996, 32.85049542400003]]]",211,4871,442
4652,42159,208.9,21,209.0,39,0,IN0000650000,70.0,4,2022,803,"[[[-86.59769796599994, 32.85048926400003], [-86.59785619599995, 32.850871152000025], [-86.59818518699996, 32.85159119600007], [-86.59830288699999, 32.851848406000045]], [[-86.59770275299996, 32.85049542400003], [-86.59786098299998, 32.85087731300007], [-86.59818997399998, 32.85159735600007], [-86.59830767399995, 32.85185456600004], [-86.59818997399998, 32.85159735600007], [-86.59786098299998, 32.85087731300007], [-86.59770275299996, 32.85049542400003]]]",233,5375,479
4653,35482,209.0,21,209.1,76,1,IN0000650000,60.0,4,2013,1954,"[[[-86.59830288699999, 32.851848406000045], [-86.59853518899996, 32.852356056000076], [-86.59874883099997, 32.85279231100003], [-86.59894146499994, 32.853195552000045]], [[-86.59830767399995, 32.85185456600004], [-86.59853997599998, 32.85236221700006], [-86.59875361799999, 32.852798472000075], [-86.59894625199996, 32.85320171200004], [-86.59875361799999, 32.852798472000075], [-86.59853997599998, 32.85236221700006], [-86.59830767399995, 32.85185456600004]]]",81,3558,1946
4654,36110,209.0,21,209.1,68,0,IN0000650000,60.0,4,2014,2166,"[[[-86.59830288699999, 32.851848406000045], [-86.59853518899996, 32.852356056000076], [-86.59874883099997, 32.85279231100003], [-86.59894146499994, 32.853195552000045]], [[-86.59830767399995, 32.85185456600004], [-86.59853997599998, 32.85236221700006], [-86.59875361799999, 32.852798472000075], [-86.59894625199996, 32.85320171200004], [-86.59875361799999, 32.852798472000075], [-86.59853997599998, 32.85236221700006], [-86.59830767399995, 32.85185456600004]]]",82,3693,2145
4655,38620,209.0,21,209.1,104,1,IN0000650000,60.0,4,2015,2253,"[[[-86.59830288699999, 32.851848406000045], [-86.59853518899996, 32.852356056000076], [-86.59874883099997, 32.85279231100003], [-86.59894146499994, 32.853195552000045]], [[-86.59830767399995, 32.85185456600004], [-86.59853997599998, 32.85236221700006], [-86.59875361799999, 32.852798472000075], [-86.59894625199996, 32.85320171200004], [-86.59875361799999, 32.852798472000075], [-86.59853997599998, 32.85236221700006], [-86.59830767399995, 32.85185456600004]]]",79,3533,2307
4656,40500,209.0,21,209.1,66,1,IN0000650000,70.0,4,2016,2283,"[[[-86.59830288699999, 32.851848406000045], [-86.59853518899996, 32.852356056000076], [-86.59874883099997, 32.85279231100003], [-86.59894146499994, 32.853195552000045]], [[-86.59830767399995, 32.85185456600004], [-86.59853997599998, 32.85236221700006], [-86.59875361799999, 32.852798472000075], [-86.59894625199996, 32.85320171200004], [-86.59875361799999, 32.852798472000075], [-86.59853997599998, 32.85236221700006], [-86.59830767399995, 32.85185456600004]]]",79,3550,2381
4657,40950,209.0,21,209.1,42,1,IN0000650000,70.0,4,2017,2330,"[[[-86.59830288699999, 32.851848406000045], [-86.59853518899996, 32.852356056000076], [-86.59874883099997, 32.85279231100003], [-86.59894146499994, 32.853195552000045]], [[-86.59830767399995, 32.85185456600004], [-86.59853997599998, 32.85236221700006], [-86.59875361799999, 32.852798472000075], [-86.59894625199996, 32.85320171200004], [-86.59875361799999, 32.852798472000075], [-86.59853997599998, 32.85236221700006], [-86.59830767399995, 32.85185456600004]]]",80,3596,2372
4658,42299,209.0,21,209.1,36,0,IN0000650000,70.0,4,2018,2619,"[[[-86.59830288699999, 32.851848406000045], [-86.59853518899996, 32.852356056000076], [-86.59874883099997, 32.85279231100003], [-86.59894146499994, 32.853195552000045]], [[-86.59830767399995, 32.85185456600004], [-86.59853997599998, 32.85236221700006], [-86.59875361799999, 32.852798472000075], [-86.59894625199996, 32.85320171200004], [-86.59875361799999, 32.852798472000075], [-86.59853997599998, 32.85236221700006], [-86.59830767399995, 32.85185456600004]]]",84,3755,2580
4659,40569,209.0,21,209.1,44,1,IN0000650000,70.0,4,2019,539,"[[[-86.59830288699999, 32.851848406000045], [-86.59853518899996, 32.852356056000076], [-86.59874883099997, 32.85279231100003], [-86.59894146499994, 32.853195552000045]], [[-86.59830767399995, 32.85185456600004], [-86.59853997599998, 32.85236221700006], [-86.59875361799999, 32.852798472000075], [-86.59894625199996, 32.85320171200004], [-86.59875361799999, 32.852798472000075], [-86.59853997599998, 32.85236221700006], [-86.59830767399995, 32.85185456600004]]]",216,5039,505
4660,36038,209.0,21,209.1,43,0,IN0000650000,68.6411149825784,4,2020,396,"[[[-86.59830288699999, 32.851848406000045], [-86.59853518899996, 32.852356056000076], [-86.59874883099997, 32.85279231100003], [-86.59894146499994, 32.853195552000045]], [[-86.59830767399995, 32.85185456600004], [-86.59853997599998, 32.85236221700006], [-86.59875361799999, 32.852798472000075], [-86.59894625199996, 32.85320171200004], [-86.59875361799999, 32.852798472000075], [-86.59853997599998, 32.85236221700006], [-86.59830767399995, 32.85185456600004]]]",211,4871,442
4661,42159,209.0,21,209.1,37,0,IN0000650000,70.0,4,2022,803,"[[[-86.59830288699999, 32.851848406000045], [-86.59853518899996, 32.852356056000076], [-86.59874883099997, 32.85279231100003], [-86.59894146499994, 32.853195552000045]], [[-86.59830767399995, 32.85185456600004], [-86.59853997599998, 32.85236221700006], [-86.59875361799999, 32.852798472000075], [-86.59894625199996, 32.85320171200004], [-86.59875361799999, 32.852798472000075], [-86.59853997599998, 32.85236221700006], [-86.59830767399995, 32.85185456600004]]]",233,5375,479
4662,35482,209.1,21,209.2,64,0,IN0000650000,60.0,4,2013,1954,"[[[-86.59894146499994, 32.853195552000045], [-86.59897292799997, 32.85326141500008], [-86.59922526499997, 32.853739559000076], [-86.59944956799995, 32.854163913000036], [-86.59964265099995, 32.854521668000075]], [[-86.59894625199996, 32.85320171200004], [-86.59897771599998, 32.853267575000075], [-86.59923005199994, 32.85374572000006], [-86.59945435599997, 32.854170074000024], [-86.59964743899997, 32.85452782900006], [-86.59945435599997, 32.854170074000024], [-86.59923005199994, 32.85374572000006], [-86.59897771599998, 32.853267575000075], [-86.59894625199996, 32.85320171200004]]]",81,3558,1946
4663,36110,209.1,21,209.2,65,1,IN0000650000,60.0,4,2014,2166,"[[[-86.59894146499994, 32.853195552000045], [-86.59897292799997, 32.85326141500008], [-86.59922526499997, 32.853739559000076], [-86.59944956799995, 32.854163913000036], [-86.59964265099995, 32.854521668000075]], [[-86.59894625199996, 32.85320171200004], [-86.59897771599998, 32.853267575000075], [-86.59923005199994, 32.85374572000006], [-86.59945435599997, 32.854170074000024], [-86.59964743899997, 32.85452782900006], [-86.59945435599997, 32.854170074000024], [-86.59923005199994, 32.85374572000006], [-86.59897771599998, 32.853267575000075], [-86.59894625199996, 32.85320171200004]]]",82,3693,2145
4664,38620,209.1,21,209.2,62,0,IN0000650000,60.0,4,2015,2253,"[[[-86.59894146499994, 32.853195552000045], [-86.59897292799997, 32.85326141500008], [-86.59922526499997, 32.853739559000076], [-86.59944956799995, 32.854163913000036], [-86.59964265099995, 32.854521668000075]], [[-86.59894625199996, 32.85320171200004], [-86.59897771599998, 32.853267575000075], [-86.59923005199994, 32.85374572000006], [-86.59945435599997, 32.854170074000024], [-86.59964743899997, 32.85452782900006], [-86.59945435599997, 32.854170074000024], [-86.59923005199994, 32.85374572000006], [-86.59897771599998, 32.853267575000075], [-86.59894625199996, 32.85320171200004]]]",79,3533,2307
4665,40500,209.1,21,209.2,63,1,IN0000650000,70.0,4,2016,2283,"[[[-86.59894146499994, 32.853195552000045], [-86.59897292799997, 32.85326141500008], [-86.59922526499997, 32.853739559000076], [-86.59944956799995, 32.854163913000036], [-86.59964265099995, 32.854521668000075]], [[-86.59894625199996, 32.85320171200004], [-86.59897771599998, 32.853267575000075], [-86.59923005199994, 32.85374572000006], [-86.59945435599997, 32.854170074000024], [-86.59964743899997, 32.85452782900006], [-86.59945435599997, 32.854170074000024], [-86.59923005199994, 32.85374572000006], [-86.59897771599998, 32.853267575000075], [-86.59894625199996, 32.85320171200004]]]",79,3550,2381
4666,40950,209.1,21,209.2,58,1,IN0000650000,70.0,4,2017,2330,"[[[-86.59894146499994, 32.853195552000045], [-86.59897292799997, 32.85326141500008], [-86.59922526499997, 32.853739559000076], [-86.59944956799995, 32.854163913000036], [-86.59964265099995, 32.854521668000075]], [[-86.59894625199996, 32.85320171200004], [-86.59897771599998, 32.853267575000075], [-86.59923005199994, 32.85374572000006], [-86.59945435599997, 32.854170074000024], [-86.59964743899997, 32.85452782900006], [-86.59945435599997, 32.854170074000024], [-86.59923005199994, 32.85374572000006], [-86.59897771599998, 32.853267575000075], [-86.59894625199996, 32.85320171200004]]]",80,3596,2372
4667,42299,209.1,21,209.2,40,0,IN0000650000,70.0,4,2018,2619,"[[[-86.59894146499994, 32.853195552000045], [-86.59897292799997, 32.85326141500008], [-86.59922526499997, 32.853739559000076], [-86.59944956799995, 32.854163913000036], [-86.59964265099995, 32.854521668000075]], [[-86.59894625199996, 32.85320171200004], [-86.59897771599998, 32.853267575000075], [-86.59923005199994, 32.85374572000006], [-86.59945435599997, 32.854170074000024], [-86.59964743899997, 32.85452782900006], [-86.59945435599997, 32.854170074000024], [-86.59923005199994, 32.85374572000006], [-86.59897771599998, 32.853267575000075], [-86.59894625199996, 32.85320171200004]]]",84,3755,2580
4668,40569,209.1,21,209.2,50,1,IN0000650000,70.0,4,2019,539,"[[[-86.59894146499994, 32.853195552000045], [-86.59897292799997, 32.85326141500008], [-86.59922526499997, 32.853739559000076], [-86.59944956799995, 32.854163913000036], [-86.59964265099995, 32.854521668000075]], [[-86.59894625199996, 32.85320171200004], [-86.59897771599998, 32.853267575000075], [-86.59923005199994, 32.85374572000006], [-86.59945435599997, 32.854170074000024], [-86.59964743899997, 32.85452782900006], [-86.59945435599997, 32.854170074000024], [-86.59923005199994, 32.85374572000006], [-86.59897771599998, 32.853267575000075], [-86.59894625199996, 32.85320171200004]]]",216,5039,505
4669,36038,209.1,21,209.2,45,0,IN0000650000,68.6411149825784,4,2020,396,"[[[-86.59894146499994, 32.853195552000045], [-86.59897292799997, 32.85326141500008], [-86.59922526499997, 32.853739559000076], [-86.59944956799995, 32.854163913000036], [-86.59964265099995, 32.854521668000075]], [[-86.59894625199996, 32.85320171200004], [-86.59897771599998, 32.853267575000075], [-86.59923005199994, 32.85374572000006], [-86.59945435599997, 32.854170074000024], [-86.59964743899997, 32.85452782900006], [-86.59945435599997, 32.854170074000024], [-86.59923005199994, 32.85374572000006], [-86.59897771599998, 32.853267575000075], [-86.59894625199996, 32.85320171200004]]]",211,4871,442
4670,42159,209.1,21,209.2,41,0,IN0000650000,70.0,4,2022,803,"[[[-86.59894146499994, 32.853195552000045], [-86.59897292799997, 32.85326141500008], [-86.59922526499997, 32.853739559000076], [-86.59944956799995, 32.854163913000036], [-86.59964265099995, 32.854521668000075]], [[-86.59894625199996, 32.85320171200004], [-86.59897771599998, 32.853267575000075], [-86.59923005199994, 32.85374572000006], [-86.59945435599997, 32.854170074000024], [-86.59964743899997, 32.85452782900006], [-86.59945435599997, 32.854170074000024], [-86.59923005199994, 32.85374572000006], [-86.59897771599998, 32.853267575000075], [-86.59894625199996, 32.85320171200004]]]",233,5375,479
4671,35482,209.2,21,209.3,79,0,IN0000650000,60.0,4,2013,1954,"[[[-86.59964265099995, 32.854521668000075], [-86.59971247399994, 32.85465104000008], [-86.60002807699999, 32.85520993400007], [-86.60034732999998, 32.85574497300007], [-86.60039390399999, 32.85582741400003]], [[-86.59964743899997, 32.85452782900006], [-86.59971726199996, 32.854657201000066], [-86.60003286599994, 32.85521609500006], [-86.60035211799999, 32.85575113500005], [-86.60039869199994, 32.855833576000066], [-86.60035211799999, 32.85575113500005], [-86.60003286599994, 32.85521609500006], [-86.59971726199996, 32.854657201000066], [-86.59964743899997, 32.85452782900006]]]",81,3558,1946
4672,36110,209.2,21,209.3,81,1,IN0000650000,60.0,4,2014,2166,"[[[-86.59964265099995, 32.854521668000075], [-86.59971247399994, 32.85465104000008], [-86.60002807699999, 32.85520993400007], [-86.60034732999998, 32.85574497300007], [-86.60039390399999, 32.85582741400003]], [[-86.59964743899997, 32.85452782900006], [-86.59971726199996, 32.854657201000066], [-86.60003286599994, 32.85521609500006], [-86.60035211799999, 32.85575113500005], [-86.60039869199994, 32.855833576000066], [-86.60035211799999, 32.85575113500005], [-86.60003286599994, 32.85521609500006], [-86.59971726199996, 32.854657201000066], [-86.59964743899997, 32.85452782900006]]]",82,3693,2145
4673,38620,209.2,21,209.3,56,0,IN0000650000,60.0,4,2015,2253,"[[[-86.59964265099995, 32.854521668000075], [-86.59971247399994, 32.85465104000008], [-86.60002807699999, 32.85520993400007], [-86.60034732999998, 32.85574497300007], [-86.60039390399999, 32.85582741400003]], [[-86.59964743899997, 32.85452782900006], [-86.59971726199996, 32.854657201000066], [-86.60003286599994, 32.85521609500006], [-86.60035211799999, 32.85575113500005], [-86.60039869199994, 32.855833576000066], [-86.60035211799999, 32.85575113500005], [-86.60003286599994, 32.85521609500006], [-86.59971726199996, 32.854657201000066], [-86.59964743899997, 32.85452782900006]]]",79,3533,2307
4674,40500,209.2,21,209.3,81,0,IN0000650000,70.0,4,2016,2283,"[[[-86.59964265099995, 32.854521668000075], [-86.59971247399994, 32.85465104000008], [-86.60002807699999, 32.85520993400007], [-86.60034732999998, 32.85574497300007], [-86.60039390399999, 32.85582741400003]], [[-86.59964743899997, 32.85452782900006], [-86.59971726199996, 32.854657201000066], [-86.60003286599994, 32.85521609500006], [-86.60035211799999, 32.85575113500005], [-86.60039869199994, 32.855833576000066], [-86.60035211799999, 32.85575113500005], [-86.60003286599994, 32.85521609500006], [-86.59971726199996, 32.854657201000066], [-86.59964743899997, 32.85452782900006]]]",79,3550,2381
4675,40950,209.2,21,209.3,99,1,IN0000650000,70.0,4,2017,2330,"[[[-86.59964265099995, 32.854521668000075], [-86.59971247399994, 32.85465104000008], [-86.60002807699999, 32.85520993400007], [-86.60034732999998, 32.85574497300007], [-86.60039390399999, 32.85582741400003]], [[-86.59964743899997, 32.85452782900006], [-86.59971726199996, 32.854657201000066], [-86.60003286599994, 32.85521609500006], [-86.60035211799999, 32.85575113500005], [-86.60039869199994, 32.855833576000066], [-86.60035211799999, 32.85575113500005], [-86.60003286599994, 32.85521609500006], [-86.59971726199996, 32.854657201000066], [-86.59964743899997, 32.85452782900006]]]",80,3596,2372
4676,42299,209.2,21,209.3,41,0,IN0000650000,70.0,4,2018,2619,"[[[-86.59964265099995, 32.854521668000075], [-86.59971247399994, 32.85465104000008], [-86.60002807699999, 32.85520993400007], [-86.60034732999998, 32.85574497300007], [-86.60039390399999, 32.85582741400003]], [[-86.59964743899997, 32.85452782900006], [-86.59971726199996, 32.854657201000066], [-86.60003286599994, 32.85521609500006], [-86.60035211799999, 32.85575113500005], [-86.60039869199994, 32.855833576000066], [-86.60035211799999, 32.85575113500005], [-86.60003286599994, 32.85521609500006], [-86.59971726199996, 32.854657201000066], [-86.59964743899997, 32.85452782900006]]]",84,3755,2580
4677,40569,209.2,21,209.3,46,0,IN0000650000,70.0,4,2019,539,"[[[-86.59964265099995, 32.854521668000075], [-86.59971247399994, 32.85465104000008], [-86.60002807699999, 32.85520993400007], [-86.60034732999998, 32.85574497300007], [-86.60039390399999, 32.85582741400003]], [[-86.59964743899997, 32.85452782900006], [-86.59971726199996, 32.854657201000066], [-86.60003286599994, 32.85521609500006], [-86.60035211799999, 32.85575113500005], [-86.60039869199994, 32.855833576000066], [-86.60035211799999, 32.85575113500005], [-86.60003286599994, 32.85521609500006], [-86.59971726199996, 32.854657201000066], [-86.59964743899997, 32.85452782900006]]]",216,5039,505
4678,36038,209.2,21,209.3,47,0,IN0000650000,68.6411149825784,4,2020,396,"[[[-86.59964265099995, 32.854521668000075], [-86.59971247399994, 32.85465104000008], [-86.60002807699999, 32.85520993400007], [-86.60034732999998, 32.85574497300007], [-86.60039390399999, 32.85582741400003]], [[-86.59964743899997, 32.85452782900006], [-86.59971726199996, 32.854657201000066], [-86.60003286599994, 32.85521609500006], [-86.60035211799999, 32.85575113500005], [-86.60039869199994, 32.855833576000066], [-86.60035211799999, 32.85575113500005], [-86.60003286599994, 32.85521609500006], [-86.59971726199996, 32.854657201000066], [-86.59964743899997, 32.85452782900006]]]",211,4871,442
4679,42159,209.2,21,209.3,40,0,IN0000650000,70.0,4,2022,803,"[[[-86.59964265099995, 32.854521668000075], [-86.59971247399994, 32.85465104000008], [-86.60002807699999, 32.85520993400007], [-86.60034732999998, 32.85574497300007], [-86.60039390399999, 32.85582741400003]], [[-86.59964743899997, 32.85452782900006], [-86.59971726199996, 32.854657201000066], [-86.60003286599994, 32.85521609500006], [-86.60035211799999, 32.85575113500005], [-86.60039869199994, 32.855833576000066], [-86.60035211799999, 32.85575113500005], [-86.60003286599994, 32.85521609500006], [-86.59971726199996, 32.854657201000066], [-86.59964743899997, 32.85452782900006]]]",233,5375,479
4680,35482,209.3,21,209.4,238,0,IN0000650000,60.0,4,2013,1954,"[[[-86.60039390399999, 32.85582741400003], [-86.60062085999994, 32.85622915000005], [-86.60118136799997, 32.857117404000064]], [[-86.60039869199994, 32.855833576000066], [-86.60062564899994, 32.856235312000024], [-86.60118615599998, 32.85712356600004], [-86.60062564899994, 32.856235312000024], [-86.60039869199994, 32.855833576000066]]]",81,3558,1946
4681,36110,209.3,21,209.4,302,1,IN0000650000,60.0,4,2014,2166,"[[[-86.60039390399999, 32.85582741400003], [-86.60062085999994, 32.85622915000005], [-86.60118136799997, 32.857117404000064]], [[-86.60039869199994, 32.855833576000066], [-86.60062564899994, 32.856235312000024], [-86.60118615599998, 32.85712356600004], [-86.60062564899994, 32.856235312000024], [-86.60039869199994, 32.855833576000066]]]",82,3693,2145
4682,38620,209.3,21,209.4,119,0,IN0000650000,60.0,4,2015,2253,"[[[-86.60039390399999, 32.85582741400003], [-86.60062085999994, 32.85622915000005], [-86.60118136799997, 32.857117404000064]], [[-86.60039869199994, 32.855833576000066], [-86.60062564899994, 32.856235312000024], [-86.60118615599998, 32.85712356600004], [-86.60062564899994, 32.856235312000024], [-86.60039869199994, 32.855833576000066]]]",79,3533,2307
4683,40500,209.3,21,209.4,260,1,IN0000650000,70.0,4,2016,2283,"[[[-86.60039390399999, 32.85582741400003], [-86.60062085999994, 32.85622915000005], [-86.60118136799997, 32.857117404000064]], [[-86.60039869199994, 32.855833576000066], [-86.60062564899994, 32.856235312000024], [-86.60118615599998, 32.85712356600004], [-86.60062564899994, 32.856235312000024], [-86.60039869199994, 32.855833576000066]]]",79,3550,2381
4684,40950,209.3,21,209.4,175,1,IN0000650000,70.0,4,2017,2330,"[[[-86.60039390399999, 32.85582741400003], [-86.60062085999994, 32.85622915000005], [-86.60118136799997, 32.857117404000064]], [[-86.60039869199994, 32.855833576000066], [-86.60062564899994, 32.856235312000024], [-86.60118615599998, 32.85712356600004], [-86.60062564899994, 32.856235312000024], [-86.60039869199994, 32.855833576000066]]]",80,3596,2372
4685,42299,209.3,21,209.4,59,0,IN0000650000,70.0,4,2018,2619,"[[[-86.60039390399999, 32.85582741400003], [-86.60062085999994, 32.85622915000005], [-86.60118136799997, 32.857117404000064]], [[-86.60039869199994, 32.855833576000066], [-86.60062564899994, 32.856235312000024], [-86.60118615599998, 32.85712356600004], [-86.60062564899994, 32.856235312000024], [-86.60039869199994, 32.855833576000066]]]",84,3755,2580
4686,40569,209.3,21,209.4,61,1,IN0000650000,70.0,4,2019,539,"[[[-86.60039390399999, 32.85582741400003], [-86.60062085999994, 32.85622915000005], [-86.60118136799997, 32.857117404000064]], [[-86.60039869199994, 32.855833576000066], [-86.60062564899994, 32.856235312000024], [-86.60118615599998, 32.85712356600004], [-86.60062564899994, 32.856235312000024], [-86.60039869199994, 32.855833576000066]]]",216,5039,505
4687,36038,209.3,21,209.4,59,0,IN0000650000,68.6411149825784,4,2020,396,"[[[-86.60039390399999, 32.85582741400003], [-86.60062085999994, 32.85622915000005], [-86.60118136799997, 32.857117404000064]], [[-86.60039869199994, 32.855833576000066], [-86.60062564899994, 32.856235312000024], [-86.60118615599998, 32.85712356600004], [-86.60062564899994, 32.856235312000024], [-86.60039869199994, 32.855833576000066]]]",211,4871,442
4688,42159,209.3,21,209.4,56,0,IN0000650000,70.0,4,2022,803,"[[[-86.60039390399999, 32.85582741400003], [-86.60062085999994, 32.85622915000005], [-86.60118136799997, 32.857117404000064]], [[-86.60039869199994, 32.855833576000066], [-86.60062564899994, 32.856235312000024], [-86.60118615599998, 32.85712356600004], [-86.60062564899994, 32.856235312000024], [-86.60039869199994, 32.855833576000066]]]",233,5375,479
4689,35482,209.4,21,209.5,128,1,IN0000650000,60.0,4,2013,1954,"[[[-86.60164155499996, 32.85781535600006], [-86.60180030099997, 32.858064683000066], [-86.60213042999999, 32.85854306900006], [-86.60245709399999, 32.859006527000076], [-86.60250322699994, 32.85907118100005]], [[-86.60164634399996, 32.85782151800004], [-86.60180508999997, 32.85807084500004], [-86.60213521799994, 32.85854923100004], [-86.60246188299999, 32.85901268900005], [-86.60250801599994, 32.859077343000024], [-86.60246188299999, 32.85901268900005], [-86.60213521799994, 32.85854923100004], [-86.60180508999997, 32.85807084500004], [-86.60164634399996, 32.85782151800004]]]",81,3558,1946
4690,36110,209.4,21,209.5,92,0,IN0000650000,60.0,4,2014,2166,"[[[-86.60164155499996, 32.85781535600006], [-86.60180030099997, 32.858064683000066], [-86.60213042999999, 32.85854306900006], [-86.60245709399999, 32.859006527000076], [-86.60250322699994, 32.85907118100005]], [[-86.60164634399996, 32.85782151800004], [-86.60180508999997, 32.85807084500004], [-86.60213521799994, 32.85854923100004], [-86.60246188299999, 32.85901268900005], [-86.60250801599994, 32.859077343000024], [-86.60246188299999, 32.85901268900005], [-86.60213521799994, 32.85854923100004], [-86.60180508999997, 32.85807084500004], [-86.60164634399996, 32.85782151800004]]]",82,3693,2145
4691,38620,209.4,21,209.5,253,1,IN0000650000,60.0,4,2015,2253,"[[[-86.60164155499996, 32.85781535600006], [-86.60180030099997, 32.858064683000066], [-86.60213042999999, 32.85854306900006], [-86.60245709399999, 32.859006527000076], [-86.60250322699994, 32.85907118100005]], [[-86.60164634399996, 32.85782151800004], [-86.60180508999997, 32.85807084500004], [-86.60213521799994, 32.85854923100004], [-86.60246188299999, 32.85901268900005], [-86.60250801599994, 32.859077343000024], [-86.60246188299999, 32.85901268900005], [-86.60213521799994, 32.85854923100004], [-86.60180508999997, 32.85807084500004], [-86.60164634399996, 32.85782151800004]]]",79,3533,2307
