index,AADT_VN,BEGIN_POIN,COUNTY_COD,END_POINT,IRI_VN,IS_IMPROVED,ROUTE_ID,SPEED_LIMI,THROUGH_LA,YEAR_RECOR,curval,geometry_paths,tmiles,tons,value
863,55494,43.5,3,43.6,33,0,IN0000100000,55.0,4,2022,566,"[[[-87.77513265599998, 30.651859762000072], [-87.77351303299997, 30.651854962000073], [-87.77345257999997, 30.651854764000063]], [[-87.77513766799996, 30.651865404000034], [-87.77351804399996, 30.651860604000035], [-87.77345759099995, 30.651860406000026]], [[-87.77514851399997, 30.651865436000037], [-87.77351804399996, 30.651860604000035], [-87.77346934599996, 30.65186044400008]]]",17,914,321
864,43730,43.6,3,43.7,66,1,IN0000100000,60.0,4,2013,263,"[[[-87.77345257999997, 30.651854764000063], [-87.77177332299999, 30.651849259000073]], [[-87.77345759099995, 30.651860406000026], [-87.77177833299999, 30.651854902000025]], [[-87.77346934599996, 30.65186044400008], [-87.77179008799999, 30.651854940000078]]]",15,716,270
865,44820,43.6,3,43.7,62,0,IN0000100000,60.0,4,2014,268,"[[[-87.77345257999997, 30.651854764000063], [-87.77177332299999, 30.651849259000073]], [[-87.77345759099995, 30.651860406000026], [-87.77177833299999, 30.651854902000025]], [[-87.77346934599996, 30.65186044400008], [-87.77179008799999, 30.651854940000078]]]",16,750,286
866,50720,43.6,3,43.7,77,1,IN0000100000,60.0,4,2015,192,"[[[-87.77345257999997, 30.651854764000063], [-87.77177332299999, 30.651849259000073]], [[-87.77345759099995, 30.651860406000026], [-87.77177833299999, 30.651854902000025]], [[-87.77346934599996, 30.65186044400008], [-87.77179008799999, 30.651854940000078]]]",17,778,292
867,51080,43.6,3,43.7,68,1,IN0000100000,70.0,4,2016,176,"[[[-87.77345257999997, 30.651854764000063], [-87.77177332299999, 30.651849259000073]], [[-87.77345759099995, 30.651860406000026], [-87.77177833299999, 30.651854902000025]], [[-87.77346934599996, 30.65186044400008], [-87.77179008799999, 30.651854940000078]]]",17,783,311
868,50870,43.6,3,43.7,31,0,IN0000100000,70.0,4,2017,205,"[[[-87.77345257999997, 30.651854764000063], [-87.77177332299999, 30.651849259000073]], [[-87.77345759099995, 30.651860406000026], [-87.77177833299999, 30.651854902000025]], [[-87.77346934599996, 30.65186044400008], [-87.77179008799999, 30.651854940000078]]]",17,771,314
869,51388,43.6,3,43.7,35,0,IN0000100000,70.0,4,2018,242,"[[[-87.77345257999997, 30.651854764000063], [-87.77177332299999, 30.651849259000073]], [[-87.77345759099995, 30.651860406000026], [-87.77177833299999, 30.651854902000025]], [[-87.77346934599996, 30.65186044400008], [-87.77179008799999, 30.651854940000078]]]",17,792,323
870,52876,43.6,3,43.7,36,0,IN0000100000,70.0,4,2019,420,"[[[-87.77345257999997, 30.651854764000063], [-87.77177332299999, 30.651849259000073]], [[-87.77345759099995, 30.651860406000026], [-87.77177833299999, 30.651854902000025]], [[-87.77346934599996, 30.65186044400008], [-87.77179008799999, 30.651854940000078]]]",20,1070,390
871,47756,43.6,3,43.7,42,0,IN0000100000,68.6411149825784,4,2020,240,"[[[-87.77345257999997, 30.651854764000063], [-87.77177332299999, 30.651849259000073]], [[-87.77345759099995, 30.651860406000026], [-87.77177833299999, 30.651854902000025]], [[-87.77346934599996, 30.65186044400008], [-87.77179008799999, 30.651854940000078]]]",16,816,280
872,55494,43.6,3,43.7,33,0,IN0000100000,55.0,4,2022,566,"[[[-87.77345257999997, 30.651854764000063], [-87.77177332299999, 30.651849259000073]], [[-87.77345759099995, 30.651860406000026], [-87.77177833299999, 30.651854902000025]], [[-87.77346934599996, 30.65186044400008], [-87.77179008799999, 30.651854940000078]]]",17,914,321
873,43730,43.7,3,43.8,51,0,IN0000100000,60.0,4,2013,263,"[[[-87.77177332299999, 30.651849259000073], [-87.77040472799996, 30.65184477300005], [-87.77009391699994, 30.651843718000066]], [[-87.77177833299999, 30.651854902000025], [-87.77040973799996, 30.65185041600006], [-87.77009892699994, 30.651849361000075]], [[-87.77179008799999, 30.651854940000078], [-87.77040973799996, 30.65185041600006], [-87.77011068699994, 30.65184940100005]]]",15,716,270
874,44820,43.7,3,43.8,55,0,IN0000100000,60.0,4,2014,268,"[[[-87.77177332299999, 30.651849259000073], [-87.77040472799996, 30.65184477300005], [-87.77009391699994, 30.651843718000066]], [[-87.77177833299999, 30.651854902000025], [-87.77040973799996, 30.65185041600006], [-87.77009892699994, 30.651849361000075]], [[-87.77179008799999, 30.651854940000078], [-87.77040973799996, 30.65185041600006], [-87.77011068699994, 30.65184940100005]]]",16,750,286
875,50720,43.7,3,43.8,83,0,IN0000100000,60.0,4,2015,192,"[[[-87.77177332299999, 30.651849259000073], [-87.77040472799996, 30.65184477300005], [-87.77009391699994, 30.651843718000066]], [[-87.77177833299999, 30.651854902000025], [-87.77040973799996, 30.65185041600006], [-87.77009892699994, 30.651849361000075]], [[-87.77179008799999, 30.651854940000078], [-87.77040973799996, 30.65185041600006], [-87.77011068699994, 30.65184940100005]]]",17,778,292
876,51080,43.7,3,43.8,102,1,IN0000100000,70.0,4,2016,176,"[[[-87.77177332299999, 30.651849259000073], [-87.77040472799996, 30.65184477300005], [-87.77009391699994, 30.651843718000066]], [[-87.77177833299999, 30.651854902000025], [-87.77040973799996, 30.65185041600006], [-87.77009892699994, 30.651849361000075]], [[-87.77179008799999, 30.651854940000078], [-87.77040973799996, 30.65185041600006], [-87.77011068699994, 30.65184940100005]]]",17,783,311
877,50870,43.7,3,43.8,46,1,IN0000100000,70.0,4,2017,205,"[[[-87.77177332299999, 30.651849259000073], [-87.77040472799996, 30.65184477300005], [-87.77009391699994, 30.651843718000066]], [[-87.77177833299999, 30.651854902000025], [-87.77040973799996, 30.65185041600006], [-87.77009892699994, 30.651849361000075]], [[-87.77179008799999, 30.651854940000078], [-87.77040973799996, 30.65185041600006], [-87.77011068699994, 30.65184940100005]]]",17,771,314
878,51388,43.7,3,43.8,35,0,IN0000100000,70.0,4,2018,242,"[[[-87.77177332299999, 30.651849259000073], [-87.77040472799996, 30.65184477300005], [-87.77009391699994, 30.651843718000066]], [[-87.77177833299999, 30.651854902000025], [-87.77040973799996, 30.65185041600006], [-87.77009892699994, 30.651849361000075]], [[-87.77179008799999, 30.651854940000078], [-87.77040973799996, 30.65185041600006], [-87.77011068699994, 30.65184940100005]]]",17,792,323
879,52876,43.7,3,43.8,37,0,IN0000100000,70.0,4,2019,420,"[[[-87.77177332299999, 30.651849259000073], [-87.77040472799996, 30.65184477300005], [-87.77009391699994, 30.651843718000066]], [[-87.77177833299999, 30.651854902000025], [-87.77040973799996, 30.65185041600006], [-87.77009892699994, 30.651849361000075]], [[-87.77179008799999, 30.651854940000078], [-87.77040973799996, 30.65185041600006], [-87.77011068699994, 30.65184940100005]]]",20,1070,390
880,47756,43.7,3,43.8,47,0,IN0000100000,68.6411149825784,4,2020,240,"[[[-87.77177332299999, 30.651849259000073], [-87.77040472799996, 30.65184477300005], [-87.77009391699994, 30.651843718000066]], [[-87.77177833299999, 30.651854902000025], [-87.77040973799996, 30.65185041600006], [-87.77009892699994, 30.651849361000075]], [[-87.77179008799999, 30.651854940000078], [-87.77040973799996, 30.65185041600006], [-87.77011068699994, 30.65184940100005]]]",16,816,280
881,55494,43.7,3,43.8,30,0,IN0000100000,55.0,4,2022,566,"[[[-87.77177332299999, 30.651849259000073], [-87.77040472799996, 30.65184477300005], [-87.77009391699994, 30.651843718000066]], [[-87.77177833299999, 30.651854902000025], [-87.77040973799996, 30.65185041600006], [-87.77009892699994, 30.651849361000075]], [[-87.77179008799999, 30.651854940000078], [-87.77040973799996, 30.65185041600006], [-87.77011068699994, 30.65184940100005]]]",17,914,321
882,43730,43.8,3,43.9,50,1,IN0000100000,60.0,4,2013,263,"[[[-87.77009391699994, 30.651843718000066], [-87.76841385799997, 30.651838016000056]], [[-87.77009892699994, 30.651849361000075], [-87.76841886799997, 30.651843658000075]], [[-87.77011068699994, 30.65184940100005], [-87.76843062799998, 30.65184369800005]]]",15,716,270
883,44820,43.8,3,43.9,48,0,IN0000100000,60.0,4,2014,268,"[[[-87.77009391699994, 30.651843718000066], [-87.76841385799997, 30.651838016000056]], [[-87.77009892699994, 30.651849361000075], [-87.76841886799997, 30.651843658000075]], [[-87.77011068699994, 30.65184940100005], [-87.76843062799998, 30.65184369800005]]]",16,750,286
884,50720,43.8,3,43.9,87,1,IN0000100000,60.0,4,2015,192,"[[[-87.77009391699994, 30.651843718000066], [-87.76841385799997, 30.651838016000056]], [[-87.77009892699994, 30.651849361000075], [-87.76841886799997, 30.651843658000075]], [[-87.77011068699994, 30.65184940100005], [-87.76843062799998, 30.65184369800005]]]",17,778,292
885,51080,43.8,3,43.9,64,1,IN0000100000,70.0,4,2016,176,"[[[-87.77009391699994, 30.651843718000066], [-87.76841385799997, 30.651838016000056]], [[-87.77009892699994, 30.651849361000075], [-87.76841886799997, 30.651843658000075]], [[-87.77011068699994, 30.65184940100005], [-87.76843062799998, 30.65184369800005]]]",17,783,311
886,50870,43.8,3,43.9,35,0,IN0000100000,70.0,4,2017,205,"[[[-87.77009391699994, 30.651843718000066], [-87.76841385799997, 30.651838016000056]], [[-87.77009892699994, 30.651849361000075], [-87.76841886799997, 30.651843658000075]], [[-87.77011068699994, 30.65184940100005], [-87.76843062799998, 30.65184369800005]]]",17,771,314
887,51388,43.8,3,43.9,43,1,IN0000100000,70.0,4,2018,242,"[[[-87.77009391699994, 30.651843718000066], [-87.76841385799997, 30.651838016000056]], [[-87.77009892699994, 30.651849361000075], [-87.76841886799997, 30.651843658000075]], [[-87.77011068699994, 30.65184940100005], [-87.76843062799998, 30.65184369800005]]]",17,792,323
888,52876,43.8,3,43.9,42,0,IN0000100000,70.0,4,2019,420,"[[[-87.77009391699994, 30.651843718000066], [-87.76841385799997, 30.651838016000056]], [[-87.77009892699994, 30.651849361000075], [-87.76841886799997, 30.651843658000075]], [[-87.77011068699994, 30.65184940100005], [-87.76843062799998, 30.65184369800005]]]",20,1070,390
889,47756,43.8,3,43.9,44,0,IN0000100000,68.6411149825784,4,2020,240,"[[[-87.77009391699994, 30.651843718000066], [-87.76841385799997, 30.651838016000056]], [[-87.77009892699994, 30.651849361000075], [-87.76841886799997, 30.651843658000075]], [[-87.77011068699994, 30.65184940100005], [-87.76843062799998, 30.65184369800005]]]",16,816,280
890,55494,43.8,3,43.9,38,0,IN0000100000,55.0,4,2022,566,"[[[-87.77009391699994, 30.651843718000066], [-87.76841385799997, 30.651838016000056]], [[-87.77009892699994, 30.651849361000075], [-87.76841886799997, 30.651843658000075]], [[-87.77011068699994, 30.65184940100005], [-87.76843062799998, 30.65184369800005]]]",17,914,321
891,43730,43.9,3,44.0,66,1,IN0000100000,60.0,4,2013,263,"[[[-87.76841385799997, 30.651838016000056], [-87.76712189299997, 30.651833631000045], [-87.76673401099998, 30.651832580000075]], [[-87.76841886799997, 30.651843658000075], [-87.76712690199997, 30.651839273000064], [-87.76673933499995, 30.651838226000052]], [[-87.76843062799998, 30.65184369800005], [-87.76712690199997, 30.651839273000064], [-87.76675054699996, 30.651838256000076]]]",15,716,270
892,44820,43.9,3,44.0,63,0,IN0000100000,60.0,4,2014,268,"[[[-87.76841385799997, 30.651838016000056], [-87.76712189299997, 30.651833631000045], [-87.76673401099998, 30.651832580000075]], [[-87.76841886799997, 30.651843658000075], [-87.76712690199997, 30.651839273000064], [-87.76673933499995, 30.651838226000052]], [[-87.76843062799998, 30.65184369800005], [-87.76712690199997, 30.651839273000064], [-87.76675054699996, 30.651838256000076]]]",16,750,286
893,50720,43.9,3,44.0,83,1,IN0000100000,60.0,4,2015,192,"[[[-87.76841385799997, 30.651838016000056], [-87.76712189299997, 30.651833631000045], [-87.76673401099998, 30.651832580000075]], [[-87.76841886799997, 30.651843658000075], [-87.76712690199997, 30.651839273000064], [-87.76673933499995, 30.651838226000052]], [[-87.76843062799998, 30.65184369800005], [-87.76712690199997, 30.651839273000064], [-87.76675054699996, 30.651838256000076]]]",17,778,292
894,51080,43.9,3,44.0,72,1,IN0000100000,70.0,4,2016,176,"[[[-87.76841385799997, 30.651838016000056], [-87.76712189299997, 30.651833631000045], [-87.76673401099998, 30.651832580000075]], [[-87.76841886799997, 30.651843658000075], [-87.76712690199997, 30.651839273000064], [-87.76673933499995, 30.651838226000052]], [[-87.76843062799998, 30.65184369800005], [-87.76712690199997, 30.651839273000064], [-87.76675054699996, 30.651838256000076]]]",17,783,311
895,50870,43.9,3,44.0,41,1,IN0000100000,70.0,4,2017,205,"[[[-87.76841385799997, 30.651838016000056], [-87.76712189299997, 30.651833631000045], [-87.76673401099998, 30.651832580000075]], [[-87.76841886799997, 30.651843658000075], [-87.76712690199997, 30.651839273000064], [-87.76673933499995, 30.651838226000052]], [[-87.76843062799998, 30.65184369800005], [-87.76712690199997, 30.651839273000064], [-87.76675054699996, 30.651838256000076]]]",17,771,314
896,51388,43.9,3,44.0,34,0,IN0000100000,70.0,4,2018,242,"[[[-87.76841385799997, 30.651838016000056], [-87.76712189299997, 30.651833631000045], [-87.76673401099998, 30.651832580000075]], [[-87.76841886799997, 30.651843658000075], [-87.76712690199997, 30.651839273000064], [-87.76673933499995, 30.651838226000052]], [[-87.76843062799998, 30.65184369800005], [-87.76712690199997, 30.651839273000064], [-87.76675054699996, 30.651838256000076]]]",17,792,323
897,52876,43.9,3,44.0,36,0,IN0000100000,70.0,4,2019,420,"[[[-87.76841385799997, 30.651838016000056], [-87.76712189299997, 30.651833631000045], [-87.76673401099998, 30.651832580000075]], [[-87.76841886799997, 30.651843658000075], [-87.76712690199997, 30.651839273000064], [-87.76673933499995, 30.651838226000052]], [[-87.76843062799998, 30.65184369800005], [-87.76712690199997, 30.651839273000064], [-87.76675054699996, 30.651838256000076]]]",20,1070,390
898,47756,43.9,3,44.0,42,0,IN0000100000,68.6411149825784,4,2020,240,"[[[-87.76841385799997, 30.651838016000056], [-87.76712189299997, 30.651833631000045], [-87.76673401099998, 30.651832580000075]], [[-87.76841886799997, 30.651843658000075], [-87.76712690199997, 30.651839273000064], [-87.76673933499995, 30.651838226000052]], [[-87.76843062799998, 30.65184369800005], [-87.76712690199997, 30.651839273000064], [-87.76675054699996, 30.651838256000076]]]",16,816,280
899,55494,43.9,3,44.0,33,0,IN0000100000,55.0,4,2022,566,"[[[-87.76841385799997, 30.651838016000056], [-87.76712189299997, 30.651833631000045], [-87.76673401099998, 30.651832580000075]], [[-87.76841886799997, 30.651843658000075], [-87.76712690199997, 30.651839273000064], [-87.76673933499995, 30.651838226000052]], [[-87.76843062799998, 30.65184369800005], [-87.76712690199997, 30.651839273000064], [-87.76675054699996, 30.651838256000076]]]",17,914,321
900,43730,44.0,3,44.1,58,0,IN0000100000,60.0,4,2013,263,"[[[-87.76673401099998, 30.651832580000075], [-87.76505486799994, 30.651828028000068]], [[-87.76673933499995, 30.651838226000052], [-87.76594239099995, 30.651836073000027], [-87.76506044499996, 30.65183367800006]], [[-87.76675054699996, 30.651838256000076], [-87.76594239099995, 30.651836073000027], [-87.76507120599996, 30.651833707000037]]]",15,716,270
901,44820,44.0,3,44.1,60,0,IN0000100000,60.0,4,2014,268,"[[[-87.76673401099998, 30.651832580000075], [-87.76505486799994, 30.651828028000068]], [[-87.76673933499995, 30.651838226000052], [-87.76594239099995, 30.651836073000027], [-87.76506044499996, 30.65183367800006]], [[-87.76675054699996, 30.651838256000076], [-87.76594239099995, 30.651836073000027], [-87.76507120599996, 30.651833707000037]]]",16,750,286
902,50720,44.0,3,44.1,77,1,IN0000100000,60.0,4,2015,192,"[[[-87.76673401099998, 30.651832580000075], [-87.76505486799994, 30.651828028000068]], [[-87.76673933499995, 30.651838226000052], [-87.76594239099995, 30.651836073000027], [-87.76506044499996, 30.65183367800006]], [[-87.76675054699996, 30.651838256000076], [-87.76594239099995, 30.651836073000027], [-87.76507120599996, 30.651833707000037]]]",17,778,292
903,51080,44.0,3,44.1,66,1,IN0000100000,70.0,4,2016,176,"[[[-87.76673401099998, 30.651832580000075], [-87.76505486799994, 30.651828028000068]], [[-87.76673933499995, 30.651838226000052], [-87.76594239099995, 30.651836073000027], [-87.76506044499996, 30.65183367800006]], [[-87.76675054699996, 30.651838256000076], [-87.76594239099995, 30.651836073000027], [-87.76507120599996, 30.651833707000037]]]",17,783,311
904,50870,44.0,3,44.1,46,0,IN0000100000,70.0,4,2017,205,"[[[-87.76673401099998, 30.651832580000075], [-87.76505486799994, 30.651828028000068]], [[-87.76673933499995, 30.651838226000052], [-87.76594239099995, 30.651836073000027], [-87.76506044499996, 30.65183367800006]], [[-87.76675054699996, 30.651838256000076], [-87.76594239099995, 30.651836073000027], [-87.76507120599996, 30.651833707000037]]]",17,771,314
905,51388,44.0,3,44.1,48,1,IN0000100000,70.0,4,2018,242,"[[[-87.76673401099998, 30.651832580000075], [-87.76505486799994, 30.651828028000068]], [[-87.76673933499995, 30.651838226000052], [-87.76594239099995, 30.651836073000027], [-87.76506044499996, 30.65183367800006]], [[-87.76675054699996, 30.651838256000076], [-87.76594239099995, 30.651836073000027], [-87.76507120599996, 30.651833707000037]]]",17,792,323
906,52876,44.0,3,44.1,45,1,IN0000100000,70.0,4,2019,420,"[[[-87.76673401099998, 30.651832580000075], [-87.76505486799994, 30.651828028000068]], [[-87.76673933499995, 30.651838226000052], [-87.76594239099995, 30.651836073000027], [-87.76506044499996, 30.65183367800006]], [[-87.76675054699996, 30.651838256000076], [-87.76594239099995, 30.651836073000027], [-87.76507120599996, 30.651833707000037]]]",20,1070,390
907,47756,44.0,3,44.1,44,0,IN0000100000,68.6411149825784,4,2020,240,"[[[-87.76673401099998, 30.651832580000075], [-87.76505486799994, 30.651828028000068]], [[-87.76673933499995, 30.651838226000052], [-87.76594239099995, 30.651836073000027], [-87.76506044499996, 30.65183367800006]], [[-87.76675054699996, 30.651838256000076], [-87.76594239099995, 30.651836073000027], [-87.76507120599996, 30.651833707000037]]]",16,816,280
908,55494,44.0,3,44.1,40,0,IN0000100000,55.0,4,2022,566,"[[[-87.76673401099998, 30.651832580000075], [-87.76505486799994, 30.651828028000068]], [[-87.76673933499995, 30.651838226000052], [-87.76594239099995, 30.651836073000027], [-87.76506044499996, 30.65183367800006]], [[-87.76675054699996, 30.651838256000076], [-87.76594239099995, 30.651836073000027], [-87.76507120599996, 30.651833707000037]]]",17,914,321
909,28740,44.7,3,44.8,60,1,IN0000100000,60.0,4,2013,263,"[[[-87.75438951499996, 30.651801608000028], [-87.75271017699998, 30.65179721900006]], [[-87.75439451999995, 30.651807251000037], [-87.75271518199997, 30.651802862000068]], [[-87.75440627599994, 30.65180728100006], [-87.75272693799997, 30.651802893000024]]]",15,716,270
910,31070,44.7,3,44.8,45,0,IN0000100000,60.0,4,2014,268,"[[[-87.75438951499996, 30.651801608000028], [-87.75271017699998, 30.65179721900006]], [[-87.75439451999995, 30.651807251000037], [-87.75271518199997, 30.651802862000068]], [[-87.75440627599994, 30.65180728100006], [-87.75272693799997, 30.651802893000024]]]",16,750,286
911,31560,44.7,3,44.8,45,0,IN0000100000,60.0,4,2015,192,"[[[-87.75438951499996, 30.651801608000028], [-87.75271017699998, 30.65179721900006]], [[-87.75439451999995, 30.651807251000037], [-87.75271518199997, 30.651802862000068]], [[-87.75440627599994, 30.65180728100006], [-87.75272693799997, 30.651802893000024]]]",17,778,292
912,31780,44.7,3,44.8,45,0,IN0000100000,70.0,4,2016,176,"[[[-87.75438951499996, 30.651801608000028], [-87.75271017699998, 30.65179721900006]], [[-87.75439451999995, 30.651807251000037], [-87.75271518199997, 30.651802862000068]], [[-87.75440627599994, 30.65180728100006], [-87.75272693799997, 30.651802893000024]]]",17,783,311
913,42190,44.7,3,44.8,48,1,IN0000100000,70.0,4,2017,205,"[[[-87.75438951499996, 30.651801608000028], [-87.75271017699998, 30.65179721900006]], [[-87.75439451999995, 30.651807251000037], [-87.75271518199997, 30.651802862000068]], [[-87.75440627599994, 30.65180728100006], [-87.75272693799997, 30.651802893000024]]]",17,771,314
914,43796,44.7,3,44.8,47,0,IN0000100000,70.0,4,2018,242,"[[[-87.75438951499996, 30.651801608000028], [-87.75271017699998, 30.65179721900006]], [[-87.75439451999995, 30.651807251000037], [-87.75271518199997, 30.651802862000068]], [[-87.75440627599994, 30.65180728100006], [-87.75272693799997, 30.651802893000024]]]",17,792,323
915,45709,44.7,3,44.8,52,1,IN0000100000,70.0,4,2019,420,"[[[-87.75438951499996, 30.651801608000028], [-87.75271017699998, 30.65179721900006]], [[-87.75439451999995, 30.651807251000037], [-87.75271518199997, 30.651802862000068]], [[-87.75440627599994, 30.65180728100006], [-87.75272693799997, 30.651802893000024]]]",20,1070,390
916,40530,44.7,3,44.8,51,0,IN0000100000,68.6411149825784,4,2020,240,"[[[-87.75438951499996, 30.651801608000028], [-87.75271017699998, 30.65179721900006]], [[-87.75439451999995, 30.651807251000037], [-87.75271518199997, 30.651802862000068]], [[-87.75440627599994, 30.65180728100006], [-87.75272693799997, 30.651802893000024]]]",16,816,280
917,48031,44.7,3,44.8,52,0,IN0000100000,55.0,4,2022,566,"[[[-87.75438951499996, 30.651801608000028], [-87.75271017699998, 30.65179721900006]], [[-87.75439451999995, 30.651807251000037], [-87.75271518199997, 30.651802862000068]], [[-87.75440627599994, 30.65180728100006], [-87.75272693799997, 30.651802893000024]]]",17,914,321
918,28740,44.8,3,44.9,53,1,IN0000100000,60.0,4,2013,263,"[[[-87.75271017699998, 30.65179721900006], [-87.75206866999997, 30.65179554300005], [-87.75103081699996, 30.651792040000032]], [[-87.75271518199997, 30.651802862000068], [-87.75207367499996, 30.651801186000057], [-87.75103582199995, 30.65179768300004]], [[-87.75272693799997, 30.651802893000024], [-87.75207367499996, 30.651801186000057], [-87.75104706099995, 30.651797721000037]]]",15,716,270
919,31070,44.8,3,44.9,39,1,IN0000100000,60.0,4,2014,268,"[[[-87.75271017699998, 30.65179721900006], [-87.75206866999997, 30.65179554300005], [-87.75103081699996, 30.651792040000032]], [[-87.75271518199997, 30.651802862000068], [-87.75207367499996, 30.651801186000057], [-87.75103582199995, 30.65179768300004]], [[-87.75272693799997, 30.651802893000024], [-87.75207367499996, 30.651801186000057], [-87.75104706099995, 30.651797721000037]]]",16,750,286
920,31560,44.8,3,44.9,37,0,IN0000100000,60.0,4,2015,192,"[[[-87.75271017699998, 30.65179721900006], [-87.75206866999997, 30.65179554300005], [-87.75103081699996, 30.651792040000032]], [[-87.75271518199997, 30.651802862000068], [-87.75207367499996, 30.651801186000057], [-87.75103582199995, 30.65179768300004]], [[-87.75272693799997, 30.651802893000024], [-87.75207367499996, 30.651801186000057], [-87.75104706099995, 30.651797721000037]]]",17,778,292
921,31780,44.8,3,44.9,38,0,IN0000100000,70.0,4,2016,176,"[[[-87.75271017699998, 30.65179721900006], [-87.75206866999997, 30.65179554300005], [-87.75103081699996, 30.651792040000032]], [[-87.75271518199997, 30.651802862000068], [-87.75207367499996, 30.651801186000057], [-87.75103582199995, 30.65179768300004]], [[-87.75272693799997, 30.651802893000024], [-87.75207367499996, 30.651801186000057], [-87.75104706099995, 30.651797721000037]]]",17,783,311
922,42190,44.8,3,44.9,41,0,IN0000100000,70.0,4,2017,205,"[[[-87.75271017699998, 30.65179721900006], [-87.75206866999997, 30.65179554300005], [-87.75103081699996, 30.651792040000032]], [[-87.75271518199997, 30.651802862000068], [-87.75207367499996, 30.651801186000057], [-87.75103582199995, 30.65179768300004]], [[-87.75272693799997, 30.651802893000024], [-87.75207367499996, 30.651801186000057], [-87.75104706099995, 30.651797721000037]]]",17,771,314
923,43796,44.8,3,44.9,42,0,IN0000100000,70.0,4,2018,242,"[[[-87.75271017699998, 30.65179721900006], [-87.75206866999997, 30.65179554300005], [-87.75103081699996, 30.651792040000032]], [[-87.75271518199997, 30.651802862000068], [-87.75207367499996, 30.651801186000057], [-87.75103582199995, 30.65179768300004]], [[-87.75272693799997, 30.651802893000024], [-87.75207367499996, 30.651801186000057], [-87.75104706099995, 30.651797721000037]]]",17,792,323
924,45709,44.8,3,44.9,56,1,IN0000100000,70.0,4,2019,420,"[[[-87.75271017699998, 30.65179721900006], [-87.75206866999997, 30.65179554300005], [-87.75103081699996, 30.651792040000032]], [[-87.75271518199997, 30.651802862000068], [-87.75207367499996, 30.651801186000057], [-87.75103582199995, 30.65179768300004]], [[-87.75272693799997, 30.651802893000024], [-87.75207367499996, 30.651801186000057], [-87.75104706099995, 30.651797721000037]]]",20,1070,390
925,40530,44.8,3,44.9,48,0,IN0000100000,68.6411149825784,4,2020,240,"[[[-87.75271017699998, 30.65179721900006], [-87.75206866999997, 30.65179554300005], [-87.75103081699996, 30.651792040000032]], [[-87.75271518199997, 30.651802862000068], [-87.75207367499996, 30.651801186000057], [-87.75103582199995, 30.65179768300004]], [[-87.75272693799997, 30.651802893000024], [-87.75207367499996, 30.651801186000057], [-87.75104706099995, 30.651797721000037]]]",16,816,280
926,48031,44.8,3,44.9,50,0,IN0000100000,55.0,4,2022,566,"[[[-87.75271017699998, 30.65179721900006], [-87.75206866999997, 30.65179554300005], [-87.75103081699996, 30.651792040000032]], [[-87.75271518199997, 30.651802862000068], [-87.75207367499996, 30.651801186000057], [-87.75103582199995, 30.65179768300004]], [[-87.75272693799997, 30.651802893000024], [-87.75207367499996, 30.651801186000057], [-87.75104706099995, 30.651797721000037]]]",17,914,321
927,28740,44.9,3,45.0,54,1,IN0000100000,0.0,4,2013,263,"[[[-87.75049341799996, 30.65179022600006], [-87.75047662399999, 30.651790169000037]], [[-87.75049842199996, 30.65179586900007], [-87.75048162799999, 30.651795812000046]], [[-87.75050939099998, 30.651795906000075], [-87.75049258899998, 30.651795849000052]]]",15,716,270
928,31070,44.9,3,45.0,37,0,IN0000100000,0.0,4,2014,268,"[[[-87.75049341799996, 30.65179022600006], [-87.75047662399999, 30.651790169000037]], [[-87.75049842199996, 30.65179586900007], [-87.75048162799999, 30.651795812000046]], [[-87.75050939099998, 30.651795906000075], [-87.75049258899998, 30.651795849000052]]]",16,750,286
929,31560,44.9,3,45.0,41,1,IN0000100000,0.0,4,2015,192,"[[[-87.75049341799996, 30.65179022600006], [-87.75047662399999, 30.651790169000037]], [[-87.75049842199996, 30.65179586900007], [-87.75048162799999, 30.651795812000046]], [[-87.75050939099998, 30.651795906000075], [-87.75049258899998, 30.651795849000052]]]",17,778,292
930,31780,44.9,3,45.0,38,0,IN0000100000,0.0,4,2016,176,"[[[-87.75049341799996, 30.65179022600006], [-87.75047662399999, 30.651790169000037]], [[-87.75049842199996, 30.65179586900007], [-87.75048162799999, 30.651795812000046]], [[-87.75050939099998, 30.651795906000075], [-87.75049258899998, 30.651795849000052]]]",17,783,311
931,42190,44.9,3,45.0,41,1,IN0000100000,0.0,4,2017,205,"[[[-87.75049341799996, 30.65179022600006], [-87.75047662399999, 30.651790169000037]], [[-87.75049842199996, 30.65179586900007], [-87.75048162799999, 30.651795812000046]], [[-87.75050939099998, 30.651795906000075], [-87.75049258899998, 30.651795849000052]]]",17,771,314
932,43796,44.9,3,45.0,40,0,IN0000100000,70.0,4,2018,242,"[[[-87.75049341799996, 30.65179022600006], [-87.75047662399999, 30.651790169000037]], [[-87.75049842199996, 30.65179586900007], [-87.75048162799999, 30.651795812000046]], [[-87.75050939099998, 30.651795906000075], [-87.75049258899998, 30.651795849000052]]]",17,792,323
933,45709,44.9,3,45.0,51,0,IN0000100000,70.0,4,2019,420,"[[[-87.75049341799996, 30.65179022600006], [-87.75047662399999, 30.651790169000037]], [[-87.75049842199996, 30.65179586900007], [-87.75048162799999, 30.651795812000046]], [[-87.75050939099998, 30.651795906000075], [-87.75049258899998, 30.651795849000052]]]",20,1070,390
